genres,homepage,id,keywords,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,10329,"[{""id"": 690, ""name"": ""gorilla""}, {""id"": 2521, ""name"": ""kongo""}, {""id"": 3379, ""name"": ""diamond mine""}, {""id"": 33461, ""name"": ""diamond""}]",Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",10.755847,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-06-09,152022101,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Where you are the endangered species.,Congo,5,213
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.weboughtazoo.com/,74465,"[{""id"": 2172, ""name"": ""zoo""}]",We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",38.629763,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""LBI Entertainment"", ""id"": 8518}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-22,120081841,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A True Zoo Story,We Bought a Zoo,6.5,909
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://knowing-themovie.com/,13811,"[{""id"": 843, ""name"": ""cataclysm""}, {""id"": 4950, ""name"": ""code""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10641, ""name"": ""time capsule""}, {""id"": 10652, ""name"": ""astrophysicist""}, {""id"": 10655, ""name"": ""grieving widower""}, {""id"": 10657, ""name"": ""lexington massachusetts""}, {""id"": 10664, ""name"": ""westford massachusetts""}, {""id"": 157984, ""name"": ""prediction""}, {""id"": 169816, ""name"": ""researcher""}, {""id"": 191494, ""name"": ""numbers""}, {""id"": 191509, ""name"": ""news""}]",Knowing,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,32.693093,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-03-19,155446362,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Knowing is everything...,Knowing,5.9,1486
"[{""id"": 35, ""name"": ""Comedy""}]",,6877,"[{""id"": 7784, ""name"": ""hotel mom""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 214633, ""name"": ""living with parents""}, {""id"": 215200, ""name"": ""pretend relationship""}]",Failure to Launch,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",18.806031,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Failure to Launch Productions"", ""id"": 84423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-10,88715192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To leave the nest, some men just need a little push.",Failure to Launch,5.5,399
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10320,"[{""id"": 745, ""name"": ""nun""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2565, ""name"": ""bath tub""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11289, ""name"": ""woman reporter""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 177185, ""name"": ""videotape""}, {""id"": 177201, ""name"": ""evil child""}]",The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,32.233713,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-17,161451538,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The dead don't sleep.,The Ring Two,5.4,632
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://crazystupidlove.warnerbros.com/index.html,50646,"[{""id"": 815, ""name"": ""soulmates""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 9798, ""name"": ""law school""}, {""id"": 14532, ""name"": ""crazy""}, {""id"": 14534, ""name"": ""relationship""}]","Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",37.990705,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-29,142851197,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Is Stupid,"Crazy, Stupid, Love.",7,2443
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,8920,"[{""id"": 271, ""name"": ""competition""}, {""id"": 2248, ""name"": ""moderator""}, {""id"": 8133, ""name"": ""lasagne""}, {""id"": 195032, ""name"": ""garfield""}]",Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",17.667826,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-10,200804534,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for frisky business.,Garfield,5.2,820
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,13673,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 207317, ""name"": ""christmas""}]",Christmas with the Kranks,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.",9.225166,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-24,0,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No! Ho! Ho!,Christmas with the Kranks,5.2,193
"[{""id"": 18, ""name"": ""Drama""}]",http://www.moneyball-movie.com/,60308,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 4298, ""name"": ""teamwork""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 41604, ""name"": ""oakland california""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 204841, ""name"": ""statistics""}]",Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",46.180421,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-22,110206216,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What are you really worth?,Moneyball,7,1381
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,6950,"[{""id"": 1261, ""name"": ""river""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 158025, ""name"": ""medical research""}]",Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",30.397496,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-03-10,189859560,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,225574,"[{""id"": 3800, ""name"": ""airplane""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 155238, ""name"": ""hijack""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 184297, ""name"": ""mystery killer""}]",Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",83.295796,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""LOVEFiLM International"", ""id"": 26387}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-26,222809600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The hijacking was just the beginning.,Non-Stop,6.8,2268
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",,13836,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 3290, ""name"": ""laser""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 162365, ""name"": ""military""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 229053, ""name"": ""mountain""}]",Race to Witch Mountain,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",23.935053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-12,106303988,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The race is on,Race to Witch Mountain,5.5,509
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",http://vforvendetta.warnerbros.com/,752,"[{""id"": 703, ""name"": ""detective""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 3603, ""name"": ""fascist""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7525, ""name"": ""chancellor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11476, ""name"": ""personification of satan""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 175949, ""name"": ""catholic guilt""}, {""id"": 189995, ""name"": ""jesuit""}, {""id"": 198331, ""name"": ""vengeful spirit""}, {""id"": 208647, ""name"": ""activist""}, {""id"": 208725, ""name"": ""irish catholic""}, {""id"": 214978, ""name"": ""vengeful""}, {""id"": 220888, ""name"": ""jesuit priest""}, {""id"": 221385, ""name"": ""gnosticism""}, {""id"": 221387, ""name"": ""occultism""}]",V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",84.630969,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""F\u00fcnfte Babelsberg Film"", ""id"": 23889}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-15,132511035,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,People should not be afraid of their governments. Governments should be afraid of their people.,V for Vendetta,7.7,4442
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",,6038,"[{""id"": 212, ""name"": ""london england""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11715, ""name"": ""arrow""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 228690, ""name"": ""imperial seal""}]",Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",16.251204,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Birnbaum / Barber Productions"", ""id"": 58262}, {""name"": ""Jackie Chan Films Limited"", ""id"": 58263}, {""name"": ""All Knight Productions"", ""id"": 58264}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-02-06,88323487,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,A Royal Kick In The Arse.,Shanghai Knights,6,692
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9975,"[{""id"": 2598, ""name"": ""museum""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157984, ""name"": ""prediction""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 158023, ""name"": ""curiosity""}]",Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",9.894346,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Universal Animation Studios"", ""id"": 5556}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-10,69834815,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get Carried Away With The Cutest Little Monkey Around!,Curious George,6.2,106
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",,11451,"[{""id"": 830, ""name"": ""car race""}, {""id"": 6067, ""name"": ""victory""}, {""id"": 33885, ""name"": ""car""}, {""id"": 161630, ""name"": ""nascar""}, {""id"": 187056, ""name"": ""woman director""}]",Herbie Fully Loaded,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",12.050755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-22,66002004,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Start your engines...,Herbie Fully Loaded,5.1,542
"[{""id"": 53, ""name"": ""Thriller""}]",,12103,"[{""id"": 1227, ""name"": ""cemetery""}, {""id"": 1384, ""name"": ""diamant""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 15127, ""name"": ""killer""}]",Don't Say a Word,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",11.596207,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Furthur Films"", ""id"": 33433}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-28,100020092,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,...I'll never tell.,Don't Say a Word,6,220
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",http://www.hanselandgretelmovie.com/,60304,"[{""id"": 616, ""name"": ""witch""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 40931, ""name"": ""witchcraft""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190022, ""name"": ""hansel and gretel""}, {""id"": 192655, ""name"": ""guns""}, {""id"": 209714, ""name"": ""3d""}]",Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-01-17,224803475,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,2251,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207767, ""name"": ""erotic thriller""}]",Unfaithful,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Unfaithful Filmproduktion GmbH & Co. KG"", ""id"": 58248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-10,119137784,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Where do you go when you've gone too far?,Unfaithful,6.3,276
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.findnumberfour.com/,46529,"[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 211359, ""name"": ""alien teenager""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 234694, ""name"": ""superpowers""}]",I Am Number Four,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",43.450266,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-18,144492830,109,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three like him have already been killed…he is Number Four.,I Am Number Four,5.9,1567
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://syrianamovie.warnerbros.com/,231,"[{""id"": 139, ""name"": ""anti terror""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 591, ""name"": ""cia""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1269, ""name"": ""energy policy""}, {""id"": 5175, ""name"": ""petrol""}]",Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""4M"", ""id"": 20665}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-23,94000000,128,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Everything is connected.,Syriana,6.3,451
